citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33
C132243,Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,0,0,Masters,5,AMS,AMS
C132244,Ebony,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,0,3,46-55,1,1,Diploma,4,AEC,AEC
C132245,Centaur,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,55+,1,0,Degree,8,ATI,ATI
C132246,Ebony,2,8,0,0,2,0,1,0,0,0,0,3,0,0,1,10,2,0,0,0,4,18-24,1,0,Masters,9,ATV,AVN
C132247,Odyssey,6,0,0,11,0,1,0,0,2,0,0,0,0,1,0,15,0,0,15,0,4,18-24,1,0,Degree,8,AGZ,ARK
C132248,Ebony,0,12,0,0,0,0,3,0,0,0,0,1,0,0,0,0,10,0,0,0,1,36-45,0,0,Diploma,6,AJV,ABX
C132249,Ebony,0,16,2,0,1,0,1,1,0,0,0,5,0,0,1,0,0,6,0,0,3,25-35,1,1,Masters,6,AEC,AEC
C132250,Ebony,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,1,25-35,1,1,Degree,7,AXR,AXO
C132251,Cosmos,0,0,0,7,9,0,0,0,1,1,0,0,0,0,0,0,15,15,15,15,1,55+,1,0,Diploma,7,AHR,AXT
C132252,Odyssey,0,0,0,16,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,3,55+,0,0,Diploma,7,AVO,AET
C132253,Odyssey,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,55+,0,0,Masters,8,AGD,AGM
C132254,Ebony,3,5,0,1,0,0,0,0,0,0,0,3,0,0,0,12,15,0,15,0,3,55+,1,0,Diploma,7,AMZ,AMZ
C132255,Odyssey,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,46-55,1,0,Degree,5,AET,AET
C132256,Ebony,4,3,0,1,1,1,0,0,0,0,0,2,0,0,0,3,3,0,15,15,1,25-35,1,0,Diploma,7,AYE,AVS
C132257,Centaur,13,1,17,0,4,3,0,5,0,2,1,1,2,0,0,12,15,15,0,15,4,46-55,0,1,Masters,3,AXL,AXL
C132258,Ebony,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,1,1,Masters,8,ART,AQW
C132259,Ebony,5,2,0,1,0,2,0,0,0,0,0,2,0,1,0,13,15,15,15,0,4,46-55,0,0,Degree,6,AMH,AGA
C132260,Ebony,0,7,0,6,0,0,0,0,1,0,0,4,0,0,0,0,15,0,15,0,4,36-45,0,0,Degree,7,AOV,AOV
C132261,Odyssey,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,3,25-35,1,1,Degree,3,AOV,API
C132262,Ebony,2,7,0,0,0,1,0,0,0,0,0,1,0,0,0,15,15,0,0,0,3,36-45,0,0,Masters,5,ABX,ABX
C132263,Cosmos,0,0,0,11,4,0,0,0,1,1,0,0,0,1,0,0,0,0,15,15,3,25-35,1,0,Masters,7,ATA,ATA
C132264,Odyssey,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,18-24,1,0,Degree,8,ATA,ATA
C132265,Centaur,19,0,0,1,0,5,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,36-45,1,1,Diploma,0,AHS,ACL
C132266,Ebony,0,4,1,4,0,0,1,0,1,0,0,0,0,0,0,0,9,0,15,0,1,25-35,1,0,Degree,6,ACO,ACO
C132267,Tokugawa,0,0,19,0,3,0,0,6,0,1,0,0,1,0,0,0,0,15,0,15,3,25-35,1,0,Masters,8,AJI,AJI
C132268,Ebony,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,15,10,0,0,0,3,18-24,1,1,Degree,7,APH,ACL
C132269,Centaur,8,3,5,2,3,0,0,1,0,0,0,0,2,0,0,2,3,2,5,8,1,25-35,1,1,Masters,6,AJI,APH
C132270,Cosmos,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,15,15,1,46-55,1,1,Diploma,8,AHR,AHR
C132271,Cosmos,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,36-45,1,0,Masters,7,AVV,AVV
C132272,Ebony,0,3,14,1,0,0,0,1,0,0,0,0,0,0,0,0,15,15,15,0,1,36-45,1,0,Degree,4,AWD,AWD
C132273,Centaur,9,3,1,6,0,0,0,0,0,0,0,1,0,0,0,15,15,15,15,15,4,25-35,1,1,Masters,5,AWX,ATI
C132274,Ebony,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,25-35,0,0,Masters,6,AXO,AXO
C132275,Centaur,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,13,15,0,0,0,4,46-55,0,1,Degree,5,AEC,AEC
C132276,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,25-35,0,0,Primary,8,ATI,ATI
C132277,Odyssey,2,0,0,19,0,1,0,0,7,0,0,0,0,0,0,15,0,0,15,0,3,55+,1,1,Diploma,7,AWK,AWK
C132278,Cosmos,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,55+,1,0,Masters,7,ATI,ATI
C132279,Odyssey,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,1,25-35,1,0,Degree,6,AWX,AXG
C132280,Cosmos,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,15,11,0,15,0,1,25-35,1,1,Diploma,7,APH,APH
C132281,Ebony,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,3,18-24,0,1,Masters,8,AUQ,AUQ
C132282,Cosmos,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,4,46-55,1,0,Masters,9,AJI,AJI
C132283,Tokugawa,2,0,10,0,0,0,0,2,0,0,1,0,2,0,0,15,15,15,0,0,1,46-55,0,0,Diploma,5,AJV,AJI
C132284,Cosmos,4,4,0,0,6,1,0,0,0,1,0,2,0,0,0,3,10,0,15,3,4,36-45,1,0,Masters,6,ARM,ARM
C132285,Ebony,1,11,0,0,0,0,0,0,0,0,0,5,0,0,0,15,15,0,0,0,4,25-35,0,1,Masters,9,ABX,ABX
C132286,Ebony,0,14,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,0,0,2,18-24,1,1,Diploma,8,ASE,ASE
C132287,Ebony,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,0,0,0,1,25-35,1,1,Diploma,7,AZB,AZB
C132288,Ebony,0,5,0,0,3,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,3,25-35,1,0,Diploma,6,AWX,AWX
C132289,Centaur,14,0,0,1,0,0,0,0,0,0,4,0,0,0,0,15,0,0,15,0,1,25-35,1,0,Masters,7,AKG,AMZ
C132290,Cosmos,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,4,46-55,1,0,Masters,6,AMA,AWI
C132291,Odyssey,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,10,0,0,15,0,1,18-24,1,1,Masters,7,ADV,ADV
C132292,Cosmos,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,1,36-45,0,0,Primary,7,ACD,AMS
C132293,Odyssey,1,0,0,13,0,0,0,0,4,0,0,0,0,0,0,15,0,0,15,0,3,25-35,1,0,Primary,5,ADV,ADV
C132294,Odyssey,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,3,25-35,0,0,Diploma,7,AJB,AJB
C132295,Cosmos,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,55+,1,0,Diploma,5,ATI,AUE
C132296,Cosmos,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,55+,1,0,Masters,8,AXT,AXT
C132297,Odyssey,1,0,0,7,2,0,0,0,2,0,0,0,0,0,0,15,0,0,15,15,3,25-35,1,0,Masters,7,AUE,AUE
C132298,Ebony,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,25-35,1,0,Masters,6,APF,APF
C132299,Centaur,12,0,0,5,0,2,0,0,1,0,0,0,0,0,0,1,0,0,15,0,4,55+,0,0,Masters,5,AHS,AHS
C132300,Ebony,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,36-45,1,0,Degree,6,BAN,ARA
C132301,Cosmos,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,3,25-35,1,1,Masters,7,AJI,AJI
C132302,Centaur,3,3,2,0,0,1,1,0,0,0,0,1,0,0,0,15,15,7,0,0,1,18-24,0,0,Masters,8,APH,ANQ
C132303,Ebony,4,17,0,0,0,1,1,0,0,0,0,5,0,0,0,15,15,0,0,0,1,25-35,1,0,Diploma,7,ABX,ABX
C132304,Centaur,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,15,1,46-55,1,0,Degree,6,ATI,ATI
C132305,Ebony,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,4,18-24,0,0,Degree,5,APH,ARA
C132306,Cosmos,6,1,2,2,5,0,0,0,0,0,4,0,1,0,1,7,12,0,0,12,3,55+,1,0,Degree,8,AEC,ANQ
C132307,Cosmos,0,2,0,0,4,0,0,0,0,1,0,1,0,0,0,0,15,0,0,7,3,18-24,1,0,Degree,8,AII,ADK
C132308,Ebony,1,5,1,0,0,0,0,0,0,0,0,2,0,0,0,15,15,15,0,0,1,46-55,1,1,Masters,8,AAM,ANQ
C132309,Ebony,0,9,0,2,0,0,1,0,1,0,0,2,0,0,0,0,15,0,15,0,3,36-45,0,0,Degree,7,ABX,ABX
C132310,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,4,18-24,0,0,Masters,9,AJB,AJB
C132311,Cosmos,3,8,0,0,7,1,1,0,0,2,0,2,0,0,0,10,0,0,0,0,3,25-35,1,0,Masters,5,ADZ,ADZ
C132312,Ebony,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,15,15,15,0,0,3,36-45,0,0,Masters,6,ANQ,APH
C132313,Ebony,0,19,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,4,18-24,1,0,Degree,6,ABX,ABX
C132314,Ebony,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,3,25-35,1,0,Masters,7,ABX,ABX
C132315,Cosmos,3,0,0,2,2,1,0,0,0,1,0,0,0,0,0,15,0,0,15,15,1,55+,1,0,Diploma,8,ACL,AWW
C132316,Centaur,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,1,25-35,1,0,Diploma,7,ATC,AQU
C132317,Cosmos,0,2,5,1,12,0,0,0,0,1,0,0,0,0,1,0,7,0,15,4,3,36-45,0,0,Masters,6,AEC,AEC
C132318,Cosmos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,36-45,1,1,Primary,8,AJI,ASM
C132319,Centaur,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,18-24,1,0,Degree,8,ACL,ANQ
C132320,Ebony,0,15,14,0,1,0,2,5,0,0,0,4,0,0,0,0,3,12,0,0,2,55+,1,0,Diploma,9,ANQ,AMI
C132321,Cosmos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,1,25-35,1,1,Masters,7,ATI,ATI
C132322,Cosmos,1,1,0,0,18,0,0,0,0,2,1,0,0,0,0,15,15,0,0,15,1,46-55,1,0,Degree,7,ATI,ATI
C132323,Cosmos,0,0,17,0,8,0,0,3,0,1,0,0,4,0,0,0,0,15,0,13,1,55+,1,0,Diploma,6,AMR,AHO
C132324,Cosmos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,36-45,1,0,Masters,8,AMZ,AWX
C132325,Odyssey,0,0,0,14,1,0,0,0,4,0,0,0,0,0,0,0,0,0,15,15,4,25-35,1,0,Masters,7,AES,AXG
C132326,Tokugawa,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,15,0,15,4,46-55,1,0,Masters,6,AJI,AJI
C132327,Tokugawa,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,15,11,0,0,1,46-55,0,0,Primary,6,APH,APH
C132328,Centaur,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Masters,7,ATI,ATI
C132329,Cosmos,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,25-35,0,0,Degree,6,AYE,AYE
C132330,Tokugawa,0,0,12,1,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,3,55+,0,0,Masters,6,APH,AQU
C132331,Centaur,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,55+,0,1,Primary,5,ANQ,ACL
C132332,Ebony,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,5,0,15,0,3,55+,1,0,Masters,7,AOT,AOV
C132333,Cosmos,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,1,25-35,1,1,Masters,5,AFX,AFX
C132334,Cosmos,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,15,15,4,25-35,1,0,Diploma,6,AHR,ACD
C132335,Centaur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,46-55,0,0,Degree,9,ATU,AHS
C132336,Ebony,0,2,0,4,0,0,0,0,1,0,0,1,0,0,0,0,15,0,15,0,4,36-45,1,0,Degree,7,ABX,ABX
C132337,Tokugawa,2,0,6,1,4,1,0,1,0,1,0,0,2,0,0,0,0,2,15,0,3,36-45,1,0,Masters,6,AEC,AEC
C132338,Cosmos,0,0,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,4,25-35,1,0,Masters,9,AFX,AFX
C132339,Centaur,3,0,3,4,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,0,1,46-55,1,1,Degree,6,AWI,AEC
C132340,Ebony,6,2,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,0,0,0,2,25-35,0,0,Degree,5,AMR,AHO
C132341,Centaur,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,55+,1,0,Degree,8,AHS,AGQ
C132342,Ebony,0,6,0,2,0,0,0,0,1,0,0,3,0,0,0,0,15,0,15,0,1,18-24,1,0,Masters,9,AII,AII
C132343,Odyssey,2,1,0,6,0,0,0,0,2,0,0,0,0,0,0,15,15,0,12,0,3,46-55,1,1,Masters,6,AJB,AWI
C132344,Ebony,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,1,18-24,0,1,Primary,6,ACL,ATA
C132345,Centaur,4,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,15,0,4,25-35,1,0,Degree,8,AUD,AUD
C132346,Odyssey,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,4,18-24,1,1,Primary,6,AHR,AHR
C132347,Cosmos,0,0,0,3,7,0,0,0,0,0,0,0,0,0,5,0,0,0,15,5,3,25-35,1,1,Masters,7,AXG,AWX
C132348,Centaur,9,0,0,21,5,0,0,0,1,0,1,0,0,0,0,4,0,0,13,0,1,25-35,1,0,Masters,7,AHJ,AHJ
C132349,Tokugawa,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,4,36-45,1,0,Masters,8,AEC,AEC
C132350,Cosmos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,25-35,1,0,Masters,7,ACL,APH
C132351,Odyssey,5,2,0,9,2,2,0,0,1,0,0,2,0,0,0,0,0,0,15,5,4,25-35,1,0,Primary,5,AHJ,AHS
C132352,Centaur,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,0,1,18-24,1,0,Degree,0,AJV,ANQ
C132353,Centaur,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,25-35,1,0,Masters,6,AXT,AXT
C132354,Tokugawa,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,15,0,12,0,0,4,25-35,1,0,Diploma,6,API,ACL
C132355,Ebony,0,12,0,2,0,0,2,0,1,0,0,6,0,0,0,0,15,0,15,0,3,55+,1,0,Diploma,7,AMZ,AMZ
C132356,Cosmos,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,55+,1,0,Masters,8,AMS,AMS
C132357,Cosmos,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,1,25-35,1,1,Degree,5,AWX,AWX
C132358,Cosmos,1,0,0,1,17,0,0,0,0,1,0,0,0,0,0,7,0,0,15,4,4,25-35,0,0,Degree,6,AWX,AWX
C132359,Centaur,8,0,0,7,0,2,0,0,0,0,0,0,0,2,0,15,0,0,15,0,1,55+,1,0,Degree,6,ACL,AHJ
C132360,Cosmos,8,0,0,0,10,1,0,0,0,0,1,0,0,0,2,6,0,0,0,0,1,18-24,1,0,Primary,4,AJI,AHO
C132361,Centaur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,0,1,Diploma,6,ACL,ARK
C132362,Cosmos,0,0,2,0,15,0,0,0,0,4,0,0,1,0,0,0,0,15,0,15,3,46-55,1,1,Primary,6,AWX,AWX
C132363,Centaur,5,1,7,5,7,1,0,1,1,2,0,1,1,1,0,15,15,15,15,10,1,25-35,1,1,Diploma,4,AEC,AEC
C132364,Ebony,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,0,1,Diploma,5,ASE,ACL
C132365,Tokugawa,2,1,6,3,0,0,0,1,1,0,1,0,0,0,0,15,15,15,15,0,4,46-55,1,0,Masters,8,AEC,AEC
C132366,Centaur,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,12,7,0,0,0,1,25-35,1,1,Degree,7,ACD,ACL
C132367,Odyssey,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,4,55+,1,0,Masters,6,AZP,AZP
C132368,Centaur,7,3,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,5,0,3,46-55,1,1,Masters,5,ACL,AOT
C132369,Odyssey,0,0,14,18,0,0,0,1,2,0,0,0,4,1,0,0,0,15,15,0,1,46-55,1,1,Degree,7,AVO,ATU
C132370,Centaur,2,0,1,3,1,0,0,0,0,0,2,0,0,0,0,15,0,15,15,0,4,36-45,1,0,Primary,6,AES,AOV
C132371,Centaur,7,0,0,0,1,0,0,0,0,0,4,0,0,0,0,15,0,0,0,15,3,25-35,1,0,Primary,3,ARK,ATI
C132372,Ebony,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,15,0,0,15,4,25-35,0,1,Degree,8,AAE,AUX
C132373,Centaur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,0,0,Diploma,7,ARK,ACL
C132374,Centaur,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,15,0,15,0,10,4,18-24,1,0,Primary,6,AHO,AGZ
C132375,Odyssey,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,0,15,0,3,55+,0,0,Masters,7,AXR,AXR
C132376,Odyssey,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,1,Degree,7,AVX,AHR
C132377,Centaur,7,2,0,0,1,1,0,0,0,0,1,1,0,0,0,15,15,0,0,15,3,46-55,0,0,Masters,8,AXT,AXT
C132378,Cosmos,5,0,0,0,9,0,0,0,0,2,1,0,0,0,0,15,0,0,0,15,4,46-55,1,0,Masters,6,AIE,AIE
C132379,Ebony,8,8,2,0,2,0,0,0,0,0,3,8,0,0,0,15,15,15,0,15,3,55+,1,0,Degree,6,AWD,AWD
C132380,Cosmos,0,4,0,0,12,0,2,0,0,2,0,0,0,0,0,0,10,0,0,15,3,25-35,1,0,Diploma,7,ATI,ASC
C132381,Centaur,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,12,7,0,0,7,3,25-35,0,1,Masters,6,AHS,ANQ
C132382,Tokugawa,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,3,55+,1,1,Degree,8,AJI,ACL
C132383,Ebony,0,10,2,0,0,0,0,1,0,0,0,9,0,0,0,0,15,15,0,0,1,25-35,0,0,Primary,6,ATV,ATV
C132384,Centaur,4,3,2,0,0,2,1,0,0,0,0,0,1,0,0,5,12,11,0,0,1,46-55,1,0,Masters,7,ABX,APH
C132385,Centaur,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,3,55+,1,0,Masters,10,AOV,AHR
C132386,Odyssey,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,15,0,0,15,0,4,46-55,1,1,Degree,8,AWK,AWK
C132387,Cosmos,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,3,25-35,1,0,Degree,8,ASF,AJI
C132388,Cosmos,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,1,46-55,0,1,Primary,7,AWX,ATI
C132389,Ebony,0,8,0,6,2,0,0,0,1,0,0,2,0,1,0,0,13,0,15,0,3,25-35,0,1,Diploma,6,ABX,ABX
C132390,Tokugawa,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,3,55+,1,1,Degree,7,ATU,AJI
C132391,Odyssey,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,15,1,18-24,1,0,Diploma,7,AES,AES
C132392,Odyssey,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,0,Masters,8,AII,AZP
C132393,Cosmos,2,3,0,0,7,0,0,0,0,3,0,1,0,0,0,10,15,0,0,10,3,25-35,0,1,Degree,6,ARA,ARA
C132394,Ebony,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,1,1,Masters,8,AIH,AHD
C132395,Tokugawa,0,0,4,0,3,0,0,0,0,0,0,0,1,0,2,0,0,15,0,3,3,46-55,0,0,Masters,8,APH,AJI
C132396,Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,46-55,0,1,Degree,5,AHR,ATI
C132397,Cosmos,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,1,55+,1,0,Diploma,7,AHR,AHR
C132398,Ebony,2,3,0,0,1,1,0,0,0,0,0,2,0,0,0,0,7,0,0,0,3,18-24,1,0,Degree,8,AII,AHO
C132399,Odyssey,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1,18-24,1,0,Degree,5,AHJ,AHJ
C132400,Centaur,10,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,15,0,0,0,4,25-35,0,0,Degree,0,ACL,ATI
C132401,Tokugawa,2,0,5,0,0,1,0,1,0,0,0,0,1,0,0,15,0,15,0,0,3,55+,1,1,Degree,7,AJV,AXL
C132402,Ebony,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,1,36-45,0,0,Degree,6,ABX,ABX
C132403,Ebony,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,3,36-45,1,0,Masters,7,AHD,AHD
C132404,Tokugawa,4,0,4,5,0,2,0,1,2,0,0,0,1,0,0,15,0,15,10,15,3,46-55,1,1,Diploma,7,AOV,AOV
C132405,Ebony,0,3,0,6,1,0,0,0,1,0,0,2,0,0,0,0,15,0,15,15,3,36-45,1,0,Masters,6,AML,ADE
C132406,Ebony,0,3,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,4,18-24,1,0,Degree,8,ANQ,APH
C132407,Tokugawa,0,0,17,0,0,0,0,5,0,0,0,0,1,0,0,0,0,15,0,0,2,46-55,1,1,Degree,7,APH,APH
C132408,Ebony,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,36-45,0,0,Degree,6,ART,ART
C132409,Odyssey,0,0,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,4,55+,1,0,Degree,5,AUE,AUE
C132410,Tokugawa,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,3,18-24,1,0,Degree,7,AGZ,AHO
C132411,Centaur,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,1,55+,1,0,Degree,7,ANN,ANN
C132412,Ebony,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,0,1,Masters,8,AWW,ACL
C132413,Ebony,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,25-35,0,0,Diploma,6,ACL,AEC
C132414,Cosmos,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,15,15,0,15,15,1,25-35,1,0,Degree,3,AWX,AWX
C132415,Cosmos,0,2,0,0,7,0,1,0,0,1,0,0,0,0,0,0,15,0,0,15,4,36-45,1,1,Masters,7,AJI,AJI
C132416,Odyssey,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,18-24,1,0,Masters,8,APH,APH
C132417,Centaur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,46-55,1,0,Diploma,10,ACL,AZN
C132418,Ebony,0,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,4,18-24,1,0,Masters,5,ADV,ADV
C132419,Ebony,2,4,0,2,0,0,1,0,0,0,0,0,0,1,0,15,15,0,15,0,3,55+,1,0,Masters,6,AZG,AZG
C132420,Cosmos,0,2,4,0,6,0,1,1,0,3,0,0,0,0,0,0,15,15,0,15,1,25-35,1,0,Degree,6,AJI,AJI
C132421,Cosmos,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,1,55+,1,0,Masters,6,AEC,ACL
C132422,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,46-55,1,1,Diploma,6,AWD,AYE
C132423,Centaur,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,55+,1,0,Degree,7,AHS,AHS
C132424,Centaur,5,3,2,0,3,0,0,0,0,0,2,1,1,0,1,2,0,11,0,0,3,55+,1,0,Degree,7,ANQ,AFO
C132425,Cosmos,2,1,0,4,10,0,0,0,0,0,0,0,0,0,1,7,7,0,15,7,4,46-55,1,0,Primary,4,AHR,ATI
C132426,Centaur,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Masters,7,AUJ,ACL
C132427,Cosmos,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,15,0,0,0,15,3,46-55,0,0,Masters,7,AVV,ATI
C132428,Odyssey,0,1,0,16,0,0,0,0,1,0,0,1,0,6,0,0,15,0,15,0,4,55+,0,0,Degree,9,AQX,AQX
C132429,Odyssey,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,46-55,1,0,Diploma,9,AQT,AQT
C132430,Tokugawa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,18-24,1,0,Primary,4,AOV,ACL
